Timestep,Collisions,Density,Minimum_Separation
168,7,301,0.2893234
169,8,289,0.2666277
170,7,288,0.3173982
171,7,281,0.2965294
172,6,261,0.2226055
173,9,249,0.1029202
174,8,239,0.09227523
175,5,232,0.1925645
176,5,219,0.3386145
177,8,213,0.3454281
178,6,206,0.2587398
179,4,202,0.2495537
180,7,199,0.341979
181,4,187,0.34276
182,3,181,0.3855804
183,3,176,0.2899565
184,4,170,0.2708873
185,3,169,0.3473683
186,4,163,0.3654374
187,2,157,0.3275889
188,2,153,0.3521928
189,1,150,0.3988212
190,0,147,0.4521324
191,1,144,0.302295
192,1,142,0.218118
193,3,139,0.2367426
194,2,136,0.3295604
195,0,133,0.4398797
196,0,130,0.4409167
197,1,129,0.2765521
198,1,129,0.220479
199,1,123,0.2782729
200,0,121,0.4442352
201,0,119,0.482807
202,0,117,0.4294417
203,0,114,0.4420525
204,1,110,0.2925602
205,1,108,0.2567239
206,1,107,0.3392591
207,0,107,0.472223
208,0,106,0.4016125
209,0,105,0.423984
210,1,105,0.3954136
211,1,105,0.2806833
212,1,106,0.1924176
213,1,107,0.1713314
214,2,107,0.1738175
215,2,108,0.1762987
216,2,109,0.121781
217,2,103,0.1812492
218,3,102,0.183718
219,3,99,0.186181
220,2,96,0.1886367
221,2,96,0.1910832
222,2,97,0.193518
223,3,99,0.1959396
224,2,97,0.1983458
225,3,101,0.200735
226,3,101,0.2033727
227,3,98,0.07246152
228,3,96,0.02329707
229,3,99,0.02210295
230,4,96,0.02090907
231,5,94,0.019714
232,6,98,0.01852095
233,6,99,0.017326
234,7,97,0.016132
235,5,94,0.01493895
236,6,99,0.013744
237,7,99,0.01255095
238,8,102,0.011356
239,8,98,0.010162
240,7,99,0.008967996
241,10,107,0.007773995
242,9,106,0.006579995
243,10,100,0.005386949
244,12,104,0.004191995
245,14,112,0.002998948
246,14,118,0.001806021
247,21,127,0.0006109476
248,26,132,0.0005819798
249,23,128,0.001079082
250,28,133,0.002968907
251,26,129,0.004173994
252,26,123,0.005420923
253,26,108,0.00632906
254,23,102,0.0002479553
255,21,103,0.00627017
256,19,103,0.01328087
257,23,113,0.005198002
258,22,109,0.01638079
259,22,109,0.01405621
260,22,101,0.01173115
261,27,101,0.009403706
262,29,104,0.007079124
263,24,90,0.004754066
264,24,87,0.002428055
265,20,74,0.0001029968
266,18,70,0.002222061
267,17,77,0.004548073
268,13,65,0.006873131
269,13,67,0.00919795
270,18,87,0.01022387
271,19,87,0.002393603
272,23,96,0.004729986
273,23,98,0.001982927
274,23,83,0.01253808
275,28,79,0.02957094
276,26,73,0.04035997
277,26,72,0.005205035
278,21,67,0.04137301
279,19,61,0.02199292
280,15,56,0.007662058
281,21,61,0.01355898
282,23,55,0.01665902
283,24,60,0.02755499
284,19,46,0.02479005
285,19,46,0.01559591
286,23,52,0.01926088
287,25,58,0.01222706
288,29,65,0.001298904
289,25,56,0.002013922
290,24,57,0.008202076
291,22,61,0.0003318787
292,28,80,0.002706051
293,26,89,1.40667E-05
294,25,82,0.002420187
295,23,75,0.004907131
296,25,75,0.004403114
