Orientation
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-2.85828
0
0
-6.786078
0
0
-0.8871316
0
0
0
0
0
12.82088
0
-5.636351
0
0
0
0
0
0
0
0
0
0
0
0
0.2853053
0
0
0
0
0
0.2853053
0
0
0
0
0
8.222109
0
-4.263103
4.174904
0
-13.11434
2.770292
0
-15.69185
1.344211
0
-21.37788
0.977788
-0.08846933
-16.74324
0
0
-0.7491269
0
0
0
0
4.282765
11.54734
5.351707
-2.872013
-0.6807005
15.04389
0
0
1.558339
0
0
1.140724
0
0
1.685512
0
0
0
0
0
0
0
0
0
0
0
0
0
4.187083
0
-2.807143
2.063268
0
-10.03048
1.365444
0
-12.95365
2.513416
0
-18.17008
0
-3.496368
-14.25666
0
0
4.826088
0
0
0
0
2.032977
2.267104
4.817353
-1.418307
-1.250701
13.55239
-8.797009
0
1.40249
0
0
1.026601
0
4.841407
1.740688
-10.54617
3.469441
0.1876719
-8.746353
-3.743294
0
0
0
0
-1.701459
0
0
0
2.494342
0
-2.033651
4.055551
0
-7.936893
5.063221
0
-10.38982
0.1866263
1.514007
-15.55078
0
-2.081965
-12.22587
0
0
4.146427
0
-0.06255726
-0.04845664
0
1.283442
1.140896
4.335625
-0.02797646
-0.5957764
12.20295
-5.196859
0
1.262381
-1.53926
0
0.9238687
-0.590498
2.803375
1.041926
-4.201371
2.938782
0.1065312
-3.257744
-2.172047
0
0.721179
1.819945
0
-0.5510744
0
0
12.14231
1.561601
0
-1.557334
1.57818
0
-6.440681
3.524368
0
-8.511193
0
0.9479132
-13.01256
0
-1.435042
-10.54887
0
0
2.883169
5.79444
-1.887304
-0.02797646
0
2.363888
-0.4706381
3.90199
0
1.658946
10.9827
-3.338651
0
1.136083
-1.816177
0
0.8313365
-0.3064671
1.909981
0.7214502
-2.456865
1.883463
0.07132626
-1.942191
-1.42464
0
0.4347627
0.6567059
0
-0.2454926
0
0
9.40103
2.115721
0
-1.236222
0.1978235
0
-4.954917
0.8740209
0
-7.081388
0.2438933
0
-11.00475
0
-1.102694
-8.947512
-1.852029
-3.226889
1.366447
3.150265
-1.448749
0
0
-2.9838
-4.412153
3.51179
-6.051877
-1.818115
9.882862
-2.145301
0
0.9412843
0.01978234
0
0.6122975
-0.1480375
1.409449
3.682169
-1.201219
0.8769265
0.05233916
-0.5043544
-1.030786
0
0.3006659
0.1027921
0
-0.08622923
0
0
7.508541
0.9803861
0
-1.004831
-0.8543211
0
-2.105521
0.6676395
0
-5.894982
3.505596
0
-9.388791
4.455929
-0.7589878
-7.654118
3.227253
-1.761253
0.9421154
1.174365
-0.8699816
0
0.01978234
-1.613012
-2.810558
3.160564
-4.124263
-4.472601
8.891168
-2.915241
0
-1.996942
0
0
1.282679
-0.1153499
0.9253501
1.742486
-0.7682129
0.5489398
0.03956468
-0.2631872
-0.6549156
0
0.1570175
0.05233916
0
0
0
0
6.133092
4.797711
-2.213904
-1.784873
8.319681
-5.990998
-4.190449
-4.123123
0
-4.968067
2.058235
-0.01978234
-9.758183
2.476544
-0.268341
-6.592463
1.87701
-0.5757331
5.560915
0.6982958
-0.2818553
-0.4760123
0
-1.400954
5.509862
2.844343
-4.576543
-5.403995
7.997823
-2.179424
0
1.577932
0
0
2.883712
-0.03956468
0.6696879
1.096108
-0.556375
0.1186941
0.3679734
-0.1282043
-0.4643598
0
0.05595291
0.3533245
0
0
-3.933828
0
5.094545
1.466871
-1.834617
-1.498677
4.761727
-4.964437
-3.539501
-2.359911
0
-13.76328
0.7354187
-1.692811
-8.375104
0.2349025
-0.1467098
-4.949102
1.26424
-0.2609472
3.235614
0.4622481
-0.1065312
-2.012951
0
-1.141239
5.612203
2.559561
-3.012789
-3.899731
7.193802
-1.243797
0
1.101984
-1.529311
0
5.803127
-0.4224361
0.4432315
0.7620752
-0.3386196
1.392829
1.90084
-0.0656106
-0.2298502
0
0.02797646
0.2533378
0
0
-1.881592
0
4.287108
0.9270402
-2.197043
-1.271648
2.072355
-4.169647
-3.018826
-1.247254
-0.564406
-11.81595
0.4177785
-1.154366
-7.234079
0
-0.03426402
-3.874442
0.6443735
-0.05595291
-1.104821
