Orientation
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.344934
0
-7.898787
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-2.344934
0
7.898787
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-3.366099
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.366099
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0.02797646
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.02797646
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0.01978234
0
0
-4.368433
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01978234
0
0
4.368612
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0.02797646
0.3971285
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.02797646
-0.3995845
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0.01978234
2.633736
0
0
0
0.1619255
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01978234
-2.631357
0
0
0
-0.165511
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0.01978234
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01978234
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0.01978234
0
0
0
-0.02797646
0
0
0
0.1582588
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01978234
0
0
0
0.01978234
0
0
0
-0.02797646
0
0
0
0
0
0
0
0
2.913629
0
0
0
0
0
0
0
0
0
0
0
0
-0.01978234
0
0
0
0
0
0
0
0
0
0
0
2.362066
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.933716
0
0
0
0
0
0
0
-1.647464
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.272674
0
0
0
0
0
0
0
1.647226
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.953202
-0.6977351
0
0
0
0
0
0
-0.1186941
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.233459
0
0
0
0
0
0
0
0.1341704
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.137063
-0.8575217
0
0
0
0
0
0
-1.343483
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.713639
0
0
0
0
0
0
0
1.198447
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.236945
-0.9373261
0
0
0
0
0
0
-0.09065409
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.833348
0.02797646
0
0
0
0
0
0
0.1046783
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.299068
-3.114579
0
0
0
0
0
0
-1.22605
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.819141
-0.4387946
0
0
0
0
0
0
0.902006
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.345271
-3.617362
0
0
0
0
0
0
-0.02797646
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.192182
-0.993866
0
0
0
0
0
0
0.02797646
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.369181
-3.650661
0
0
0
0
0
0
-3.890128
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.221668
-2.310036
0.9510047
0
0
0
0
0
0.02797646
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.393615
