Timestep,Collisions,Density,Minimum_Separation
267,16,40,0.0037992
268,20,45,0.007575989
269,22,46,0.02684093
270,23,48,0.01484203
271,26,55,0.008728027
272,26,58,0.01549602
273,25,61,0.004070997
274,25,64,0.01184511
275,24,62,0.009487152
276,25,62,0.008006096
277,24,58,0.004717112
278,22,58,0.0004711151
279,24,60,0.004276991
280,24,52,0.006498098
281,24,52,0.007228136
282,23,53,0.007478952
283,23,55,0.007822037
284,23,52,0.008412123
285,23,55,0.001208067
286,22,56,0.001616955
287,22,61,0.01407003
288,21,58,0.01087594
289,19,60,0.00545311
290,15,50,0.001434088
291,10,41,0.009339094
292,10,34,0.01810002
293,10,34,0.02751589
294,11,35,0.03744888
295,14,43,0.03186321
296,14,43,0.02227092
297,16,39,0.00402689
298,14,34,0.01760197
299,13,32,0.02988493
300,14,34,0.02123499
301,12,32,0.004397988
302,10,29,0.02960396
303,10,29,0.019418
304,9,27,0.007135153
305,12,32,0.005200148
306,14,38,0.01762319
307,12,33,0.03017402
308,11,32,0.04008052
309,12,30,0.0252327
310,11,32,0.01184791
311,11,32,0.0008284152
312,14,39,0.01351529
313,14,39,0.0263055
314,16,36,0.0392009
315,17,36,0.038782
316,14,32,0.0198369
317,14,36,0.001146078
