Timestep,Collisions,Density,Minimum_Separation
299,26,513,0.4994881
300,26,507,0.4995103
301,24,511,0.4995287
302,24,513,0.4995401
303,24,521,0.4995261
304,26,519,0.4994781
305,24,514,0.4994238
306,22,508,0.4993808
307,20,514,0.4993554
308,14,514,0.499352
309,18,516,0.4993708
310,18,522,0.4993667
311,16,524,0.4993565
312,16,520,0.4993073
313,18,522,0.4992019
314,20,522,0.4991883
315,18,524,0.499256
316,16,528,0.4993616
317,16,520,0.4993939
318,16,520,0.499433
319,16,524,0.4994726
320,14,522,0.4995097
321,14,518,0.4995241
322,14,523,0.4995295
323,14,525,0.499542
324,14,519,0.4995581
325,14,521,0.4995766
326,14,521,0.4995965
327,18,511,0.4996175
328,18,515,0.499645
329,18,509,0.4996743
330,16,502,0.4996911
331,18,500,0.4997102
332,18,508,0.4997297
333,16,502,0.4997483
334,14,496,0.4997668
335,14,486,0.4997833
336,14,485,0.499799
337,14,481,0.4998108
338,14,475,0.4998484
339,16,467,0.4991957
340,18,465,0.4956432
341,18,459,0.4953011
342,20,457,0.4964441
343,18,447,0.4978427
344,14,447,0.4989242
345,14,441,0.499361
346,20,445,0.4994752
347,20,443,0.4995832
348,18,443,0.4996649
349,18,443,0.4997272
350,18,437,0.4997823
351,18,437,0.4998559
352,16,437,0.4999073
353,14,437,0.4999312
354,14,439,0.4999378
355,6,437,0.4999445
356,8,434,0.4999501
357,4,434,0.4999551
358,4,436,0.4999593
359,4,440,0.4999622
360,6,440,0.4999659
361,4,440,0.4999333
362,4,440,0.4998217
363,6,436,0.499804
364,6,434,0.4998143
365,6,432,0.4998624
366,6,432,0.499917
367,4,426,0.4999399
368,4,424,0.4999745
369,8,426,0.4999805
370,6,424,0.4999623
371,4,422,0.4999731
372,4,416,0.4999757
373,8,422,0.4999573
374,4,421,0.4999223
375,8,419,0.4998943
376,8,411,0.4998812
377,6,409,0.4998792
378,10,407,0.499882
379,10,405,0.4998879
380,10,403,0.4998947
381,10,404,0.4999213
382,8,402,0.4999422
383,8,398,0.4999411
384,8,394,0.4999417
385,12,388,0.4999441
386,12,384,0.4999455
387,12,382,0.4999476
388,12,380,0.4999338
389,14,372,0.4999068
390,10,366,0.4998837
391,12,364,0.4998682
392,16,361,0.49986
393,12,361,0.4998568
394,10,355,0.4998538
395,8,353,0.4998538
396,8,353,0.4998571
397,4,351,0.4998148
398,6,343,0.4997826
399,4,336,0.4997921
400,8,338,0.4998128
401,4,332,0.4998333
402,6,332,0.4998483
403,4,328,0.4998585
404,4,324,0.4998658
405,4,322,0.4998724
406,4,320,0.4998776
407,6,316,0.4998827
408,6,312,0.4998882
409,4,308,0.499893
410,4,306,0.4998978
411,4,306,0.4999041
412,6,308,0.4999087
413,6,307,0.4999134
414,12,307,0.4999194
415,10,309,0.4999238
416,8,305,0.4999297
417,8,302,0.4999341
418,8,302,0.4999388
419,10,302,0.4999424
420,8,302,0.4999472
421,6,302,0.4999504
422,6,300,0.4999534
423,6,300,0.4999579
424,6,300,0.4999611
425,8,300,0.4999229
426,10,294,0.4998433
427,12,288,0.4997527
428,12,288,0.4996935
429,14,288,0.4996747
430,14,282,0.4996839
431,12,282,0.4997075
432,12,282,0.4997337
433,12,280,0.4997536
434,14,276,0.4997684
435,16,274,0.4997765
436,16,274,0.4997795
437,12,274,0.4997826
438,12,272,0.4997854
439,12,272,0.4997873
440,12,272,0.4997867
441,12,272,0.4997815
442,12,270,0.4997855
443,14,270,0.4997996
444,12,270,0.499819
445,12,270,0.4998426
446,12,270,0.49986
447,12,270,0.4998748
448,14,270,0.4998842
449,12,270,0.4998881
450,10,270,0.4998898
451,10,274,0.499894
452,12,272,0.4999
453,10,272,0.4999062
454,10,272,0.4999168
455,12,270,0.4999263
456,10,270,0.4999439
457,8,270,0.499967
458,6,266,0.4999997
459,4,266,0.4999993
460,2,266,0.4999999
461,0,264,0.5
462,2,262,0.4999996
463,4,262,0.4999996
464,8,262,0.4999994
465,2,260,0.4999997
466,2,260,0.4999997
467,2,260,0.4999997
468,4,260,0.4999997
469,2,258,0.4999998
470,2,258,0.4999994
471,4,258,0.4999996
472,8,254,0.4999727
473,8,248,0.4994151
474,8,248,0.4994364
475,4,248,0.4997976
476,2,246,0.4999935
477,8,242,0.4999944
478,4,242,0.499995
479,6,242,0.499996
480,2,240,0.4999999
481,2,242,0.4999993
482,0,242,0.5000006
483,2,244,0.4999998
484,0,244,0.5000006
485,4,246,0.4999996
486,0,248,0.5000003
487,4,248,0.4999997
488,4,250,0.5
489,4,248,0.4999988
490,4,252,0.4999995
491,2,248,0.4999996
492,6,250,0.4999996
493,2,252,0.4999997
494,2,252,0.4999995
495,4,250,0.4999996
496,6,252,0.4999996
497,2,252,0.4999993
498,2,252,0.4999994
499,4,246,0.4999995
500,2,246,0.499999
501,4,242,0.4999996
502,6,234,0.4999994
503,0,232,0.5
504,4,234,0.4999988
505,6,228,0.4999992
506,2,226,0.4999999
507,4,216,0.4999993
508,2,214,0.4999996
509,0,211,0.5000002
510,2,209,0.4999997
511,0,201,0.5000001
512,4,199,0.4999995
513,4,195,0.4999992
514,2,197,0.4999997
515,0,195,0.5000002
516,0,192,0.5000002
517,6,190,0.4999996
518,4,190,0.4999707
519,4,191,0.4999536
520,2,191,0.4999478
521,4,191,0.4999484
522,2,191,0.4999504
523,4,189,0.4999522
524,4,189,0.4999515
525,6,191,0.4999533
526,4,191,0.4999631
527,6,193,0.4999735
528,2,194,0.4999992
529,4,192,0.4999997
530,0,188,0.5
531,2,186,0.4999998
532,0,186,0.5000004
533,6,186,0.4999993
534,8,186,0.4999817
535,6,188,0.4999695
536,10,188,0.4999633
537,6,190,0.4999623
538,6,190,0.4999648
539,8,194,0.4999628
540,10,194,0.49995
541,8,194,0.4999402
542,8,194,0.4999335
543,6,196,0.4999268
544,10,194,0.499893
545,10,192,0.49989
546,10,192,0.4999649
547,12,194,0.4999945
548,2,200,0.4999997
549,2,200,0.4999999
550,2,204,0.4999993
551,2,202,0.4999994
552,2,202,0.4999998
553,4,200,0.4999995
554,2,206,0.4999993
555,2,204,0.4999998
556,4,206,0.4999025
557,2,206,0.499918
558,6,202,0.4999573
559,4,200,0.4999492
560,4,198,0.4999352
561,4,198,0.4999374
562,8,188,0.499945
563,6,184,0.4999519
564,4,180,0.4999552
565,4,174,0.4999592
566,4,176,0.4999616
567,4,174,0.4999643
568,4,168,0.4999661
569,2,160,0.4999752
570,2,154,0.4999761
571,2,150,0.4999807
572,2,142,0.4999531
573,2,134,0.499921
574,2,126,0.4999075
575,2,122,0.4999101
576,2,118,0.4999208
577,2,110,0.4999323
578,2,110,0.499943
579,2,108,0.4999516
580,0,106,0.5000351
581,0,104,0.5000719
582,0,104,0.5000033
583,0,100,0.5000278
584,0,94,0.5000049
585,0,94,0.5000315
586,0,94,0.5000055
587,0,96,0.5000342
588,0,94,0.5000076
589,0,92,0.5000379
590,0,90,0.5000087
591,0,92,0.5000411
592,0,90,0.5000107
593,0,88,0.5000444
594,0,82,0.5000127
595,0,76,0.5000479
596,0,74,0.5000156
597,0,72,0.5000524
598,0,68,0.5000201
599,0,60,0.5000581
600,0,58,0.5002714
601,0,60,0.5001746
602,0,56,0.500098
603,0,56,0.5000835
604,0,52,0.5000703
605,0,54,0.5000584
606,0,50,0.5000476
607,0,38,0.5000392
608,0,36,0.5000303
609,0,38,0.500009
610,0,34,0.5000197
611,0,30,0.5000095
612,0,26,0.5000256
613,0,28,0.5000429
614,0,24,0.5005727
615,0,18,0.5020186
616,0,18,0.5080277
617,0,16,0.5133581
618,0,12,0.5198568
619,0,12,0.525381
620,0,10,0.5028889
621,0,8,0.5029281
622,0,8,0.5169604
623,0,6,0.5569657
624,0,4,0.6179204
625,0,2,0.6943275
626,0,4,0.7816703
627,0,4,0.8766849
628,0,6,0.9771376
629,0,4,1.081512
630,0,4,0.8197203
631,0,4,0.5890067
632,0,4,0.5007193
633,0,2,0.605933
634,0,2,0.8466156
635,0,2,1.139967
636,0,2,1.454464
637,0,2,1.441372
638,0,2,1.32235
639,0,2,1.269779
640,0,2,1.291796
641,0,2,1.384849
642,0,0,1.536081
643,0,0,1.730306
644,0,0,1.888717
645,0,0,1.890203
646,0,0,1.891788
647,0,0,1.89347
648,0,0,1.895251
649,0,0,1.897131
650,0,0,1.899107
651,0,0,1.901181
652,0,0,1.903351
653,0,0,1.905618
654,0,0,1.907982
655,0,0,1.91044
656,0,0,1.912995
657,0,0,1.915645
658,0,0,1.91839
659,0,0,1.921229
660,0,0,1.924162
661,0,0,1.927187
662,0,0,1.930306
663,0,0,1.933519
664,0,0,1.936822
665,0,0,1.940218
666,0,0,1.943706
667,0,0,1.947284
668,0,0,1.950953
669,0,0,1.954711
670,0,0,1.958549
671,0,0,1.962485
672,0,0,1.966508
673,0,0,1.970619
674,0,0,1.974819
675,0,0,1.9791
676,0,0,1.983476
677,0,0,1.987928
678,0,0,1.992466
679,0,0,1.997096
680,0,0,2.0018
681,0,0,2.006588
682,0,0,2.011467
683,0,0,2.016419
684,0,0,2.021444
685,0,0,2.026567
686,0,0,2.03176
687,0,0,2.037041
688,0,0,2.042394
689,0,0,2.047823
690,0,0,2.053339
691,0,0,2.058924
692,0,0,2.064585
693,0,0,2.070329
694,0,0,2.07614
695,0,0,2.082034
696,0,0,2.087994
697,0,0,2.094026
698,0,0,2.100132
699,0,0,2.106309
700,0,0,2.112557
701,0,0,2.118883
702,0,0,2.125272
703,0,0,2.13173
704,0,0,2.138258
705,0,0,2.144852
706,0,0,2.151515
707,0,0,2.158251
708,0,0,2.165046
709,0,0,2.171907
710,0,0,2.178826
711,0,0,2.185824
712,0,0,2.192879
713,0,0,2.199994
714,0,0,2.207181
715,0,0,5.055778
716,0,0,5.099963
717,0,0,5.144334
718,0,0,5.188872
719,0,0,5.233592
720,0,0,5.278473
721,0,0,5.323525
722,0,0,5.368724
723,0,0,34.74879
724,0,0,35.14565
725,0,0,35.54257
726,0,0,35.93958
727,0,0,5.402549
728,0,0,5.341351
729,0,0,5.272706
730,0,0,37.5282
731,0,0,37.9255
732,0,0,38.32285
733,0,0,38.72027
734,0,0,39.11773
