participant_id,agent_type,group,modality,voice,distance,word
23,0,1,1,0,3.060589,Clown
23,0,1,1,0,2.964434,Rabbit
23,0,1,2,0,2.920111,Hotel
23,0,1,2,0,2.590317,Rabbit
23,0,1,0,1,2.999871, TOO_NEAR
23,0,1,0,1,2.999418, TOO_NEAR
23,0,1,0,1,3.781727,Football
23,0,1,1,1,3.448153,Orchestra
23,0,1,1,1,3.243541,Football
23,0,1,2,1,3.358848,Hotel
23,0,1,2,1,3.399227,Calculator
24,1,0,0,0,1.372874,Aquarium
24,1,0,2,0,1.205404,Zombie
24,1,0,2,0,1.18857,Dream
24,1,0,1,0,1.102909,Dream
24,1,0,1,0,1.197563,Zombie
24,1,0,0,1,2.99412, TOO_NEAR
24,1,0,0,1,1.868564,Seaside
24,1,0,1,1,2.996402, TOO_NEAR
24,1,0,1,1,1.7118,Garlic
24,1,0,1,1,2.99315, TOO_NEAR
24,1,0,1,1,1.853806,Vegas
24,1,0,2,1,2.990355, TOO_NEAR
24,1,0,2,1,2.663575,Tent
24,1,0,2,1,2.995906, TOO_NEAR
24,1,0,2,1,3.173918,Seaside
24,0,1,0,0,1.538668,Aquarium
24,0,1,1,0,1.694401,Pizza
24,0,1,1,0,3.145785,Zombie
24,0,1,2,0,3.279133,Android
24,0,1,2,0,3.291891,Dream
24,0,1,0,1,2.998728, TOO_NEAR
24,0,1,0,1,2.999996, TOO_NEAR
24,0,1,0,1,3.262393,Jetpack
24,0,1,1,1,2.999856, TOO_NEAR
24,0,1,1,1,3.358253,Android
24,0,1,1,1,3.314285,Clown
24,0,1,2,1,3.287268,Orchestra
24,0,1,2,1,3.461659,Vegas
